road_name,street_name,route_code,route_name,adt,aawdt,peak_hour_estimate,traffic_level,data_date,data_quality,latitude,longitude
OAK ST,OAK,R-VA   US00029NB,US-29N,31000,34000.0,3100.0,Very High,1641013200000,G,38.85418776772307,-77.31584450216842
SECOND ST,SECOND,R-VA   US00029NB,US-29N,31000,34000.0,3100.0,Very High,1641013200000,G,38.85343069095591,-77.32022904243681
CHAIN BRIDGE RD,CHAIN BRIDGE,R-VA   SR00123NB,VA-123N,14000,15000.0,1400.0,Moderate,1641013200000,G,38.85307033842476,-77.30750712497347
SECOND ST,SECOND,R-VA   US00029NB,US-29N,31000,34000.0,3100.0,Very High,1641013200000,G,38.85294505286702,-77.31912683875342
HALLMAN ST,HALLMAN,R-VA   US00029NB,US-29N,31000,34000.0,3100.0,Very High,1641013200000,G,38.852862898728986,-77.32028630210168
MAIN ST,MAIN,R-VA   SR00236EB,VA-236E,34000,37000.0,3400.0,Very High,1641013200000,G,38.85254494525735,-77.32328798690911
MAIN ST,MAIN,R-VA   SR00236EB,VA-236E,34000,37000.0,3400.0,Very High,1641013200000,G,38.852344895390495,-77.32280322365222
MAIN ST,MAIN,R-VA   SR00236EB,VA-236E,38000,40000.0,3800.0,Very High,1641013200000,G,38.85242984849418,-77.32335628852357
MAIN ST,MAIN,R-VA   SR00236EB,VA-236E,34000,37000.0,3400.0,Very High,1641013200000,G,38.85209624109373,-77.32220878170514
MAIN ST,MAIN,R-VA   SR00236EB,VA-236E,34000,37000.0,3400.0,Very High,1641013200000,G,38.851984698825255,-77.32227887658865
UNIVERSITY DR,UNIVERSITY,S-VA151PR KENMORE DR,Kenmore DR (PR - City of Fairfax),3300,3500.0,330.0,Low,1641013200000,G,38.852306026402566,-77.30308398020225
JERMANTOWN RD,JERMANTOWN,R-VA   US00029NB,US-29N,38000,40000.0,3800.0,Very High,1641013200000,G,38.85175769959883,-77.33189954402387
JERMANTOWN RD,JERMANTOWN,R-VA   US00029NB,US-29N,38000,40000.0,3800.0,Very High,1641013200000,G,38.85174315293328,-77.3320244451275
HALLMAN ST,HALLMAN,R-VA   SR00236EB,VA-236E,34000,37000.0,3400.0,Very High,1641013200000,G,38.852009684854266,-77.32077695188372
MAIN ST,MAIN,R-VA   SR00236EB,VA-236E,34000,37000.0,3400.0,Very High,1641013200000,G,38.85171927811413,-77.32132472586613
HALLMAN ST,HALLMAN,R-VA   SR00236EB,VA-236E,34000,37000.0,3400.0,Very High,1641013200000,G,38.85149783475091,-77.32094383222278
MAIN ST,MAIN,R-VA   SR00236EB,VA-236E,34000,37000.0,3400.0,Very High,1641013200000,G,38.851615127213975,-77.32138223358555
CHESTNUT ST,CHESTNUT,R-VA   SR00236EB,VA-236E,34000,37000.0,3400.0,Very High,1641013200000,G,38.85178000644375,-77.32310044090195
KENMORE DR,KENMORE,S-VA151PR KENMORE DR,Kenmore DR (PR - City of Fairfax),3300,3500.0,330.0,Low,1641013200000,G,38.85129786915632,-77.30535526646568
MASON ST,MASON,S-VA151PR KENMORE DR,Kenmore DR (PR - City of Fairfax),3300,3500.0,330.0,Low,1641013200000,G,38.85164476626264,-77.30638124283499
MAIN ST,MAIN,R-VA   SR00236EB,VA-236E,34000,37000.0,3400.0,Very High,1641013200000,G,38.851362392224146,-77.3204617802194
MAIN ST,MAIN,R-VA   SR00236EB,VA-236E,34000,37000.0,3400.0,Very High,1641013200000,G,38.85126194704221,-77.32052616957789
KENMORE DR,KENMORE,R-VA   SR00123NB,VA-123N,14000,15000.0,1400.0,Moderate,1641013200000,G,38.85100023395437,-77.30705374990363
MAPLE ST,MAPLE,R-VA   SR00236EB,VA-236E,34000,37000.0,3400.0,Very High,1641013200000,G,38.85134596468262,-77.32216134065109
WALNUT ST,WALNUT,R-VA   SR00236EB,VA-236E,34000,37000.0,3400.0,Very High,1641013200000,G,38.85127051878442,-77.31897457327727
MAIN ST,MAIN,R-VA   SR00236EB,VA-236E,34000,37000.0,3400.0,Very High,1641013200000,G,38.85099094981141,-77.31955276460485
MAIN ST,MAIN,R-VA   SR00236EB,VA-236E,34000,37000.0,3400.0,Very High,1641013200000,G,38.85088658153128,-77.31961565098173
LAYTON HALL DR,LAYTON HALL,S-VA151PR UNIVERSITY DR,University DR (PR - City of Fairfax),5800,6100.0,580.0,Moderate,1641013200000,G,38.850739863568954,-77.30257721723196
LAYTON HALL DR,LAYTON HALL,S-VA151PR UNIVERSITY DR,University DR (PR - City of Fairfax),5800,6100.0,580.0,Moderate,1641013200000,G,38.85070155746136,-77.30533024584997
LAYTON HALL DR,LAYTON HALL,S-VA151PR OLD LEE HWY,Old Lee HWY (PR - City of Fairfax),10000,11000.0,1000.0,Moderate,1641013200000,G,38.85019207322148,-77.29993322620115
OAK ST,OAK,R-VA   SR00236EB,VA-236E,34000,37000.0,3400.0,Very High,1641013200000,G,38.850596479872415,-77.31736929987783
MAIN ST,MAIN,R-VA   SR00236EB,VA-236E,34000,37000.0,3400.0,Very High,1641013200000,G,38.8504911688124,-77.31834522339386
OAK ST,OAK,R-VA   SR00236EB,VA-236E,34000,37000.0,3400.0,Very High,1641013200000,G,38.85012642364808,-77.31763016937524
MAIN ST,MAIN,R-VA   SR00236EB,VA-236E,34000,37000.0,3400.0,Very High,1641013200000,G,38.850388376278474,-77.3184085552378
FARRCROFT DR,FARRCROFT,S-VA151PR OLD LEE HWY,Old Lee HWY (PR - City of Fairfax),10000,11000.0,1000.0,Moderate,1641013200000,G,38.84987139766234,-77.29874965791618
RUST HILL PL,RUST HILL,R-VA   SR00123NB,VA-123N,11000,12000.0,1100.0,Moderate,1641013200000,G,38.850111275110976,-77.30804654254797
DEMOCRACY LN,DEMOCRACY,S-VA151PR LAYTON HALL DR,Layton Hall DR (PR - City of Fairfax),4000,4200.0,400.0,Low,1641013200000,G,38.84968743961523,-77.30091115403486
KEITH AVE,KEITH,R-VA   SR00236EB,VA-236E,34000,37000.0,3400.0,Very High,1641013200000,G,38.84974561083636,-77.31498751226357
DEMOCRACY LN,DEMOCRACY,S-VA151PR UNIVERSITY DR,University DR (PR - City of Fairfax),6000,6400.0,600.0,Moderate,1641013200000,G,38.84941083683483,-77.30301698949476
UNIVERSITY DR,UNIVERSITY,S-VA151PR UNIVERSITY DR,University DR (PR - City of Fairfax),6000,6400.0,600.0,Moderate,1641013200000,G,38.849977204136,-77.30456503865572
WHITEHEAD ST,WHITEHEAD,S-VA151PR UNIVERSITY DR,University DR (PR - City of Fairfax),6000,6400.0,600.0,Moderate,1641013200000,G,38.849083335304414,-77.3052212728318
CHAIN BRIDGE RD,CHAIN BRIDGE,R-VA   SR00123NB,VA-123N,13000,13000.0,1300.0,Moderate,1641013200000,G,38.84988341521636,-77.30694347956697
YORKTOWN DR,YORKTOWN,R-VA   SR00236EB,VA-236E,34000,37000.0,3400.0,Very High,1641013200000,G,38.84890693397847,-77.31461975426743
UNIVERSITY DR,UNIVERSITY,S-VA151PR UNIVERSITY DR,University DR (PR - City of Fairfax),6000,6400.0,600.0,Moderate,1641013200000,G,38.84883392414658,-77.30450155116222
HALLMAN ST,HALLMAN,R-VA   SR00236EB,VA-236E,34000,37000.0,3400.0,Very High,1641013200000,G,38.85010193090568,-77.32175699934751
MAIN ST,MAIN,S-VA151PR JUDICIAL DR,Judicial DR (PR - City of Fairfax),34000,37000.0,3400.0,Very High,1641013200000,G,38.84874682718782,-77.31397119300135
JUDICIAL DR,JUDICIAL,S-VA151PR JUDICIAL DR,Judicial DR (PR - City of Fairfax),34000,37000.0,3400.0,Very High,1641013200000,G,38.848600890573664,-77.31372779597368
MAIN ST,MAIN,S-VA151PR JUDICIAL DR,Judicial DR (PR - City of Fairfax),34000,37000.0,3400.0,Very High,1641013200000,G,38.84864098804047,-77.3140273705855
RAILROAD AVE,RAILROAD,R-VA   SR00236EB,VA-236E,34000,37000.0,3400.0,Very High,1641013200000,G,38.84863527159696,-77.31244011795923
MAIN ST,MAIN,S-VA151PR JUDICIAL DR,Judicial DR (PR - City of Fairfax),34000,37000.0,3400.0,Very High,1641013200000,G,38.84848872517821,-77.31322199087191
RAILROAD AVE,RAILROAD,R-VA   SR00236EB,VA-236E,34000,37000.0,3400.0,Very High,1641013200000,G,38.84827206804441,-77.31277809517451
MAIN ST,MAIN,S-VA151PR JUDICIAL DR,Judicial DR (PR - City of Fairfax),34000,37000.0,3400.0,Very High,1641013200000,G,38.848384980957626,-77.31328364058533
LEWISTON PL,LEWISTON,S-VA151PR OLD LEE HWY,Old Lee HWY (PR - City of Fairfax),10000,11000.0,1000.0,Moderate,1641013200000,G,38.848330772733604,-77.29983933938358
PLAZA DR,PLAZA,S-VA151PR OLD LEE HWY,Old Lee HWY (PR - City of Fairfax),10000,11000.0,1000.0,Moderate,1641013200000,G,38.84859437322899,-77.30153174692926
BLENHEIM BLVD,BLENHEIM,S-VA151PR OLD LEE HWY,Old Lee HWY (PR - City of Fairfax),10000,11000.0,1000.0,Moderate,1641013200000,G,38.84772936595238,-77.30148430827322
WILLARD WAY,WILLARD,S-VA151PR UNIVERSITY DR,University DR (PR - City of Fairfax),10000,11000.0,1000.0,Moderate,1641013200000,G,38.8483877080083,-77.30297474083366
POPLAR ST,POPLAR,R-VA   SR00236EB,VA-236E,34000,37000.0,3400.0,Very High,1641013200000,G,38.849299660290995,-77.32110019087887
CHAIN BRIDGE RD,CHAIN BRIDGE,R-VA   SR00236PA001,VA-236P,18000,19000.0,1800.0,High,1641013200000,G,38.84805560700104,-77.30631206228782
WOODLAND DR,WOODLAND,R-VA   SR00236EB,VA-236E,34000,37000.0,3400.0,Very High,1641013200000,G,38.84893865085674,-77.32016805676746
UNIVERSITY DR,UNIVERSITY,R-VA   SR00236PA001,VA-236P,18000,19000.0,1800.0,High,1641013200000,G,38.84769933009064,-77.30470085237648
NORTH ST,NORTH,R-VA   SR00236PA001,VA-236P,18000,19000.0,1800.0,High,1641013200000,G,38.8469772971967,-77.30564160245103
NORTH ST,NORTH,R-VA   SR00236PA001,VA-236P,18000,19000.0,1800.0,High,1641013200000,G,38.846948104005186,-77.30565231927531
NORTH ST,NORTH,R-VA   SR00236PA001,VA-236P,18000,19000.0,1800.0,High,1641013200000,G,38.846693232265785,-77.30431052222472
OLD LEE HWY,OLD LEE,R-VA   SR00236PA001,VA-236P,18000,19000.0,1800.0,High,1641013200000,G,38.84669115257301,-77.30350054163918
CHAIN BRIDGE RD,CHAIN BRIDGE,R-VA   SR00123NB,VA-123N,18000,19000.0,1800.0,High,1641013200000,G,38.84666433050709,-77.30645167776329
BYRD DR,BYRD,R-VA029SC01463EB,SC-1463E (Fairfax County),2600,,260.0,Low,1309233600000,R,38.846238741709406,-77.32461356395395
UNIVERSITY DR,UNIVERSITY,S-VA151PR UNIVERSITY DR,University DR (PR - City of Fairfax),18000,19000.0,1800.0,High,1641013200000,G,38.84638542581961,-77.30514641171264
MAIN ST,MAIN,S-VA151PR UNIVERSITY DR,University DR (PR - City of Fairfax),15000,15000.0,1500.0,High,1641013200000,G,38.84610352799185,-77.30594533322896
BLENHEIM BLVD,BLENHEIM,R-VA   SR00236EB,VA-236E,35000,19000.0,3500.0,Very High,1641013200000,G,38.84609679715883,-77.30383196197319
MAIN ST,MAIN,S-VA151PR UNIVERSITY DR,University DR (PR - City of Fairfax),35000,14000.0,3500.0,Very High,1641013200000,G,38.84581431875671,-77.30462544589197
CHAIN BRIDGE RD,CHAIN BRIDGE,R-VA   SR00123NB,VA-123N,15000,15000.0,1500.0,High,1641013200000,G,38.845852257609366,-77.30677832145767
CHAIN BRIDGE RD,CHAIN BRIDGE,R-VA   SR00123NB,VA-123N,15000,15000.0,1500.0,High,1641013200000,G,38.84583062367132,-77.30671261210016
SAGER AVE,SAGER,R-VA   SR00123NB,VA-123N,15000,15000.0,1500.0,High,1641013200000,G,38.84542996696838,-77.30688734166023
JUDICIAL DR,JUDICIAL,S-VA151PR JUDICIAL DR,Judicial DR (PR - City of Fairfax),34000,37000.0,3400.0,Very High,1641013200000,G,38.84742132630424,-77.31414116141043
PAGE AVE,PAGE,S-VA151PR JUDICIAL DR,Judicial DR (PR - City of Fairfax),9300,9800.0,930.0,Moderate,1641013200000,G,38.84555928772119,-77.31537257203581
UNIVERSITY DR,UNIVERSITY,S-VA151PR UNIVERSITY DR,University DR (PR - City of Fairfax),13000,14000.0,1300.0,Moderate,1641013200000,G,38.84554780256374,-77.3054438812021
SAGER AVE,SAGER,S-VA151PR UNIVERSITY DR,University DR (PR - City of Fairfax),15000,15000.0,1500.0,High,1641013200000,G,38.84527203220724,-77.30622221872977
EAST ST,EAST,R-VA   SR00236EB,VA-236E,35000,11000.0,3500.0,Very High,1641013200000,G,38.84528694943908,-77.30414276994657
SAGER AVE,SAGER,S-VA151PR UNIVERSITY DR,University DR (PR - City of Fairfax),13000,14000.0,1300.0,Moderate,1641013200000,G,38.84500087057526,-77.30494695021179
JUDICIAL DR,JUDICIAL,S-VA151PR JUDICIAL DR,Judicial DR (PR - City of Fairfax),9300,9800.0,930.0,Moderate,1641013200000,G,38.84505033312758,-77.31508063444947
JONES ST,JONES,S-VA151PR JUDICIAL DR,Judicial DR (PR - City of Fairfax),7400,7800.0,740.0,Moderate,1641013200000,G,38.845061888611426,-77.31658068835794
MAIN ST,MAIN,R-VA   SR00236EB,VA-236E,35000,,3500.0,Very High,1641013200000,G,38.84433208054221,-77.29583257071192
UNIVERSITY DR,UNIVERSITY,S-VA151PR UNIVERSITY DR,University DR (PR - City of Fairfax),13000,14000.0,1300.0,Moderate,1641013200000,G,38.84472617166003,-77.30574674089881
MAIN ST,MAIN,R-VA   SR00236EB,VA-236E,35000,,3500.0,Very High,1641013200000,G,38.84423521597542,-77.29585522329734
FAIRVIEW DR,FAIRVIEW,R-VA   SR00236EB,VA-236E,35000,,3500.0,Very High,1641013200000,G,38.84531996027281,-77.29386867671023
MAIN ST,MAIN,R-VA   SR00236EB,VA-236E,35000,,3500.0,Very High,1641013200000,G,38.844140961026056,-77.29437862591611
SOUTH ST,SOUTH,S-VA151PR UNIVERSITY DR,University DR (PR - City of Fairfax),13000,14000.0,1300.0,Moderate,1641013200000,G,38.84418911148867,-77.3051782654659
MAIN ST,MAIN,R-VA   SR00236EB,VA-236E,35000,,3500.0,Very High,1641013200000,G,38.84404567415765,-77.29441168527684
TEDRICH BLVD,TEDRICH,R-VA   SR00236EB,VA-236E,35000,,3500.0,Very High,1641013200000,G,38.844619122095715,-77.29270428690782
MAIN ST,MAIN,R-VA   SR00236EB,VA-236E,35000,,3500.0,Very High,1641013200000,G,38.84398918743987,-77.29320300543517
ROBERTS RD,ROBERTS,R-VA   SR00236EB,VA-236E,35000,,3500.0,Very High,1641013200000,G,38.844145414237815,-77.29669371382803
TEDRICH BLVD,TEDRICH,R-VA   SR00236EB,VA-236E,35000,,3500.0,Very High,1641013200000,G,38.84386831005699,-77.29266613148145
MAIN ST,MAIN,R-VA   SR00236EB,VA-236E,35000,,3500.0,Very High,1641013200000,G,38.843892021307155,-77.29323447712038
JUDICIAL DR,JUDICIAL,S-VA151PR JUDICIAL DR,Judicial DR (PR - City of Fairfax),7400,7800.0,740.0,Moderate,1641013200000,G,38.84422392361216,-77.3136192115403
DECATUR DR,DECATUR,R-VA029SC01239EB,SC-1239E (Fairfax County),1300,,130.0,Low,1309233600000,R,38.8439606441331,-77.32301251515369
ORCHARD DR,ORCHARD,R-VA   SR00236EB,VA-236E,35000,,3500.0,Very High,1641013200000,G,38.84345432520284,-77.29392264300226
ESTEL RD,ESTEL,R-VA   SR00236EB,VA-236E,35000,,3500.0,Very High,1641013200000,G,38.84398941563818,-77.28245939410327
MAIN ST,MAIN,R-VA   SR00236EB,VA-236E,35000,,3500.0,Very High,1641013200000,G,38.842754866031264,-77.28339583888902
ESTEL RD,ESTEL,R-VA   SR00236EB,VA-236E,35000,,3500.0,Very High,1641013200000,G,38.842559652685544,-77.28247915784334
MAIN ST,MAIN,R-VA   SR00236EB,VA-236E,35000,,3500.0,Very High,1641013200000,G,38.8426100525916,-77.28341043267326
LYNDHURST DR,LYNDHURST,R-VA   SR00236EB,VA-236E,35000,,3500.0,Very High,1641013200000,G,38.844581081656756,-77.2809226950656
MAIN ST,MAIN,R-VA   SR00236EB,VA-236E,35000,,3500.0,Very High,1641013200000,G,38.84253914129832,-77.2817631339794
LEONARD DR,LEONARD,S-VA151PR JUDICIAL DR,Judicial DR (PR - City of Fairfax),7400,7800.0,740.0,Moderate,1641013200000,G,38.84322778609218,-77.3123922644639
TRAPP RD,TRAPP,R-VA   SR00236EB,VA-236E,35000,,3500.0,Very High,1641013200000,G,38.84235741786117,-77.28098411210657
LOCUST ST,LOCUST,R-VA   SR00236EB,VA-236E,35000,,3500.0,Very High,1641013200000,G,38.84355463399923,-77.29942197445855
BRECKINRIDGE LN,BRECKINRIDGE,S-VA151PR UNIVERSITY DR,University DR (PR - City of Fairfax),13000,14000.0,1300.0,Moderate,1641013200000,G,38.84252584174621,-77.30567319226722
MAIN ST,MAIN,R-VA   SR00236EB,VA-236E,35000,,3500.0,Very High,1641013200000,G,38.84212697770451,-77.27973542135577
VIRGINIA ST,VIRGINIA,R-VA   SR00236EB,VA-236E,35000,,3500.0,Very High,1641013200000,G,38.84312678584336,-77.2950892153011
BRECKINRIDGE LN,BRECKINRIDGE,S-VA151PR UNIVERSITY DR,University DR (PR - City of Fairfax),13000,14000.0,1300.0,Moderate,1641013200000,G,38.842174066594396,-77.30573194645434
CHAIN BRIDGE RD,CHAIN BRIDGE,R-VA   SR00123NB,VA-123N,25000,27000.0,2500.0,High,1641013200000,G,38.842392621922116,-77.30907911415554
CHAIN BRIDGE RD,CHAIN BRIDGE,R-VA   SR00123NB,VA-123N,25000,27000.0,2500.0,High,1641013200000,G,38.84234915725574,-77.30895566668991
ARMSTRONG ST,ARMSTRONG,R-VA   SR00123NB,VA-123N,25000,27000.0,2500.0,High,1641013200000,G,38.84195812144056,-77.30929931258791
JAMES WREN WAY,JAMES WREN,R-VA   SR00123SB,VA-123S,25000,27000.0,2500.0,High,1641013200000,G,38.841996730031724,-77.30983178000125
UNIVERSITY DR,UNIVERSITY,S-VA151PR UNIVERSITY DR,University DR (PR - City of Fairfax),13000,14000.0,1300.0,Moderate,1641013200000,G,38.842009742282436,-77.30669673912075
COURTHOUSE DR,COURTHOUSE,S-VA151PR UNIVERSITY DR,University DR (PR - City of Fairfax),13000,14000.0,1300.0,Moderate,1641013200000,G,38.84218647548217,-77.30499434672714
COURTHOUSE DR,COURTHOUSE,S-VA151PR UNIVERSITY DR,University DR (PR - City of Fairfax),13000,14000.0,1300.0,Moderate,1641013200000,G,38.841815963399355,-77.30665772815127
BURKE STATION RD,BURKE STATION,R-VA   SR00236EB,VA-236E,35000,,3500.0,Very High,1641013200000,G,38.84224686709681,-77.28810340003066
CHAIN BRIDGE RD,CHAIN BRIDGE,R-VA   SR00123NB,VA-123N,25000,27000.0,2500.0,High,1641013200000,G,38.84168326155994,-77.30956513812099
CHANCERY CT,CHANCERY,R-VA   SR00123NB,VA-123N,25000,27000.0,2500.0,High,1641013200000,G,38.84151147846215,-77.31007040591666
UNIVERSITY DR,UNIVERSITY,S-VA151PR UNIVERSITY DR,University DR (PR - City of Fairfax),13000,14000.0,1300.0,Moderate,1641013200000,G,38.84157836880875,-77.30685818326288
ARMSTRONG ST,ARMSTRONG,R-VA   SR00123NB,VA-123N,25000,27000.0,2500.0,High,1641013200000,G,38.841580743403625,-77.30810900547236
TRAPP RD,TRAPP,R-VA   SR00236EB,VA-236E,35000,,3500.0,Very High,1641013200000,G,38.84165244819218,-77.28086029382575
ARMSTRONG ST,ARMSTRONG,S-VA151PR UNIVERSITY DR,University DR (PR - City of Fairfax),13000,14000.0,1300.0,Moderate,1641013200000,G,38.841190287898876,-77.30635204286617
CAPTAIN JOHN SMITH CT,CAPTAIN JOHN SMITH,R-VA   SR00123SB,VA-123S,25000,27000.0,2500.0,High,1641013200000,G,38.84108349749292,-77.31044792778343
